Users,Price,Economy,TVTNum,InvestorTVT,InvestorPerc,InvestorSell,InvestorReturn,InvestorPercReturn,Bond
1005296,0.006330703593824586,24237686560.0,3828592857142.0,44823506655.030075,44823506655.030075,2722991.090256351,801323247.8547063,159.26464957094126,0.0
1009959,0.006858638403144802,26258934000.0,3828592857142.0,44375271588.479774,44375271588.479774,2920568.129024155,824833423.1816391,163.9666846363278,0.0
992291,0.006178828181186936,23656217440.0,3828592857142.0,43931518872.59498,43931518872.59498,2604778.1970678573,794529566.3643147,157.90591327286293,0.0
1000182,0.006792242729986241,26004732000.0,3828592857142.0,43492203683.869026,43492203683.869026,2834738.626956563,821328602.4217758,163.26572048435517,0.0
977229,0.006498536477595796,24880250340.0,3828592857142.0,43057281647.030334,43057281647.030334,2685038.885241176,808413352.4335195,160.6826704867039,0.0
982273,0.006324263339945409,24213029450.0,3828592857142.0,42626708830.56003,42626708830.56003,2586903.084461191,800773472.068276,159.15469441365522,0.0
1003298,0.006318121482903562,24189514780.0,3828592857142.0,42200441742.254425,42200441742.254425,2558546.8856744613,800377004.5540705,159.0754009108141,0.0
984340,0.006406989125062302,24529752800.0,3828592857142.0,41778437324.83188,41778437324.83188,2568588.8274967815,803992069.4241041,159.79841388482083,0.0
997849,0.00684676961173878,26213493230.0,3828592857142.0,41360652951.58356,41360652951.58356,2717449.6834651427,822222387.2558506,163.44447745117012,0.0
1022467,0.00651094184995379,24927745460.0,3828592857142.0,40947046422.06772,40947046422.06772,2558319.6593168797,808197683.3460326,160.63953666920654,0.0
1017227,0.006621047937419743,25349296840.0,3828592857142.0,40537575957.84704,40537575957.84704,2575567.3939345074,812570646.2422252,161.51412924844504,0.0
1009636,0.006785243364684179,25977934280.0,3828592857142.0,40132200198.26857,40132200198.26857,2613044.5237394306,819089202.1877441,162.81784043754882,0.0
1020488,0.00635440612981786,24328433920.0,3828592857142.0,39730878196.28588,39730878196.28588,2422654.839958095,801671247.8757491,159.3342495751498,0.0
1050717,0.006690834313242282,25616480460.0,3828592857142.0,39333569414.32302,39333569414.32302,2525410.8697441206,814904918.691617,161.9809837383234,0.0
1024534,0.006668608607042871,25531387280.0,3828592857142.0,38940233720.17979,38940233720.17979,2491851.7056497163,813899552.2442691,161.77991044885383,0.0
1018889,0.006991136176851322,26766214030.0,3828592857142.0,38550831382.97799,38550831382.97799,2586246.5286138463,826322732.9554636,164.26454659109274,0.0
995217,0.006758525381389303,25875642000.0,3828592857142.0,38165323069.14821,38165323069.14821,2475194.3375674067,817225120.0155592,162.44502400311183,0.0
985460,0.007,25089811600.0,3584258800000.0,37783669838.456726,37783669838.456726,2376023.675351648,826145527.9083471,164.22910558166942,244334057142.0
1025517,0.0074390392791949065,26663442000.0,3584258800000.0,37405833140.07216,37405833140.07216,2670204.9383839085,842593505.9775412,167.51870119550824,244334057142.0
1033765,0.006953759630861477,24924074150.0,3584258800000.0,37031774808.67143,37031774808.67143,2471056.1382576856,824311160.8394841,163.86223216789682,244334057142.0
997749,0.00663633333619771,23786336160.0,3584258800000.0,36661457060.58472,36661457060.58472,2334674.41578286,812433424.1763138,161.48668483526276,244334057142.0
1023735,0.007271878107685751,26064293100.0,3584258800000.0,36294842489.97887,36294842489.97887,2532677.6464499296,835600122.7028043,166.12002454056088,244334057142.0
1049810,0.007615259255274759,27295060000.0,3584258800000.0,35931894065.07908,35931894065.07908,2625749.03431023,847924890.0509803,168.58497801019607,244334057142.0
1036725,0.007598437297552286,27234765750.0,3584258800000.0,35572575124.42828,35572575124.42828,2593749.318340078,847183932.1261113,168.43678642522227,244334057142.0
1055454,0.00757669379789205,27156831420.0,3584258800000.0,35216849373.184,35216849373.184,2560463.838542915,846275698.5963193,168.25513971926387,244334057142.0
1043874,0.00765083424779483,27422569980.0,3584258800000.0,34864680879.452156,34864680879.452156,2559663.634196001,848751972.5143638,168.75039450287275,244334057142.0
1011977,0.007035894517438306,25218466840.0,3584258800000.0,34516034070.65764,34516034070.65764,2330390.061993722,827189642.9468613,164.43792858937226,244334057142.0
987438,0.00686528410281088,24606954960.0,3584258800000.0,34170873729.951065,34170873729.951065,2251142.609974945,821182366.8727733,163.23647337455466,244334057142.0
1011656,0.00718607756783634,25756761760.0,3584258800000.0,33829164992.651554,33829164992.651554,2332768.217249612,832021382.5849597,165.40427651699196,244334057142.0
998942,0.006719518026990685,24084491620.0,3584258800000.0,33490873342.72504,33490873342.72504,2159498.998058549,816124405.0567932,162.22488101135863,244334057142.0
1007533,0.00730858441360317,26195858000.0,3584258800000.0,33155964609.297787,33155964609.297787,2325323.311650705,835730367.3638334,166.1460734727667,244334057142.0
992593,0.007274981960008022,26075418110.0,3584258800000.0,32824404963.20481,32824404963.20481,2291485.9217933896,834495641.0794474,165.89912821588948,244334057142.0
967674,0.00709234388431996,25420795980.0,3584258800000.0,32496160913.572765,32496160913.572765,2211618.694073644,828384253.9374635,164.6768507874927,244334057142.0
1021531,0.00725622247478335,26008179260.0,3584258800000.0,32171199304.437035,32171199304.437035,2240094.0450698296,833591779.2968687,165.71835585937373,244334057142.0
1010758,0.0068751397192635755,24642280040.0,3584258800000.0,31849487311.392666,31849487311.392666,2101224.1564656473,821221299.2724807,163.24425985449614,244334057142.0
1046667,0.00719823622948209,25800341550.0,3584258800000.0,31530992438.27874,31530992438.27874,2177971.267825315,831397127.408313,165.2794254816626,244334057142.0
1055364,0.0072580480516641266,26014722600.0,3584258800000.0,31215682513.89595,31215682513.89595,2174107.8532200255,833168626.7921376,165.6337253584275,244334057142.0
1083601,0.007288988203083996,26125620110.0,3584258800000.0,30903525688.756992,30903525688.756992,2161542.0451525175,834020679.3649946,165.80413587299893,244334057142.0
1076679,0.00716132087336997,25668027360.0,3584258800000.0,30594490431.869423,30594490431.869423,2102445.603968391,829964653.7297744,164.99293074595488,244334057142.0
1071397,0.007126188678116659,25542104480.0,3584258800000.0,30288545527.550728,30288545527.550728,2071210.0576192006,828780791.0625823,164.75615821251645,244334057142.0
1086714,0.007882958674747483,28254564000.0,3584258800000.0,29985660072.27522,29985660072.27522,2268251.8507629675,851582871.8830634,169.3165743766127,244334057142.0
1067516,0.0073416209231320015,26314269400.0,3584258800000.0,29685803471.552467,29685803471.552467,2091361.819115122,835240430.4041417,166.04808608082834,244334057142.0
1068564,0.007670805389387619,27494151720.0,3584258800000.0,29388945436.836945,29388945436.836945,2163283.2019499065,844898678.7646649,167.97973575293298,244334057142.0
1034711,0.0072718995877195025,26064370090.0,3584258800000.0,29095055982.468575,29095055982.468575,2030277.8719536364,833068401.1949,165.61368023898,244334057142.0
1038854,0.006987991475392346,25046769940.0,3584258800000.0,28804105422.643887,28804105422.643887,1931502.0302247726,824706420.7712737,163.94128415425476,244334057142.0
1024314,0.007121669026801301,25525904880.0,3584258800000.0,28516064368.417446,28516064368.417446,1948766.401615053,828454316.4019816,164.69086328039631,244334057142.0
1038886,0.007536017209471593,27011036000.0,3584258800000.0,28230903724.733273,28230903724.733273,2041526.7423545325,840162447.0740309,167.03248941480618,244334057142.0
1030607,0.007,26239254220.0,3748464888571.0,27948594687.48594,0.007456010798634045,1963362.597335165,825017396.1752421,164.00347923504842,80127968571.0
1003831,0.006962745223938796,26099606000.0,3748464888571.0,27669108740.61108,27669108740.61108,1848689.9696728888,823878878.0668461,163.77577561336923,80127968571.0
1001521,0.006513888406544031,24417081980.0,3748464888571.0,27392417653.20497,27392417653.20497,1712218.123126278,811369293.2340633,161.27385864681264,80127968571.0
1002397,0.00644738376600169,24167791670.0,3748464888571.0,27118493476.67292,27118493476.67292,1677789.574443721,809459265.6300068,160.89185312600137,80127968571.0
1031316,0.0070048156086663736,26257305360.0,3748464888571.0,26847308541.906193,26847308541.906193,1804620.4406946874,824480997.3958043,163.89619947916086,80127968571.0
1063596,0.006994234221037284,26217641400.0,3748464888571.0,26578835456.48713,26578835456.48713,1783875.4593922063,824103027.4352514,163.82060548705027,80127968571.0
1049890,0.00675285714351451,25312847900.0,3748464888571.0,26313047101.922256,26313047101.922256,1705089.24934705,817597764.2693665,162.5195528538733,80127968571.0
1045501,0.0073270824421328385,27465311270.0,3748464888571.0,26049916630.90303,26049916630.90303,1831579.7214853591,832610982.6663163,165.52219653326324,80127968571.0
1074470,0.007065741920313663,26485685500.0,3748464888571.0,25789417464.593998,25789417464.593998,1748588.8856166664,825711052.8666701,164.14221057333404,80127968571.0
1121381,0.007212684849318924,27036495910.0,3748464888571.0,25531523289.948055,25531523289.948055,1767103.9358865793,829407619.9359473,164.88152398718947,80127968571.0
1119255,0.007602107301814267,28496232300.0,3748464888571.0,25276208057.048573,25276208057.048573,1843887.1064750892,839253121.6616464,166.85062433232926,80127968571.0
1074079,0.007372632128491269,27636052670.0,3748464888571.0,25023445976.478085,25023445976.478085,1770345.7442743646,833359683.3450031,165.67193666900062,80127968571.0
1117078,0.007265470652542875,27234361640.0,3748464888571.0,24773211516.713306,24773211516.713306,1727167.5674921207,830587230.384665,165.117446076933,80127968571.0
1117859,0.007592625510986142,28460690140.0,3748464888571.0,24525479401.546173,24525479401.546173,1786890.3186331068,838597860.032725,166.719572006545,80127968571.0
1163125,0.007648739444623702,28671031250.0,3748464888571.0,24280224607.530712,24280224607.530712,1782095.5161206613,839880286.6554443,166.97605733108884,80127968571.0
1173293,0.0078001161619914135,29238461560.0,3748464888571.0,24037422361.455406,24037422361.455406,1799191.4375908196,843461053.067294,167.6922106134588,80127968571.0
1169912,0.008198979890062767,30733588240.0,3748464888571.0,23797048137.840855,23797048137.840855,1872282.2542299007,852950167.7923346,169.5900335584669,80127968571.0
1115815,0.007498370849277228,28107379850.0,3748464888571.0,23559077656.46245,23559077656.46245,1695171.3745284972,836188521.1769269,166.23770423538537,80127968571.0
1114839,0.007250908205881994,27179774820.0,3748464888571.0,23323486879.897823,23323486879.897823,1622834.7402714216,830273117.189354,165.0546234378708,80127968571.0
1130383,0.007433427223756755,27863940950.0,3748464888571.0,23090252011.098843,23090252011.098843,1647047.7020966941,834443410.3869247,165.88868207738494,80127968571.0
1133737,0.0073738207190563254,27640508060.0,3748464888571.0,22859349490.987858,22859349490.987858,1617502.0975328647,832981949.4825473,165.59638989650946,80127968571.0
1136880,0.007639929424793801,28638007200.0,3748464888571.0,22630755996.07798,22630755996.07798,1659116.2596745058,838977699.4811908,166.79553989623815,80127968571.0
1141290,0.0077517715288183695,29057243400.0,3748464888571.0,22404448436.117203,22404448436.117203,1666570.275057294,841421056.6224558,167.28421132449117,80127968571.0
1171615,0.00795774237900668,29829317900.0,3748464888571.0,22180403951.75603,22180403951.75603,1693743.8735844158,845946575.5004438,168.18931510008878,80127968571.0
1161397,0.008139305048054235,30509899190.0,3748464888571.0,21958599912.238472,21958599912.238472,1715064.201597885,849883442.3055514,168.97668846111029,80127968571.0
1185314,0.007709277311922897,28897955320.0,3748464888571.0,21739013913.116085,21739013913.116085,1608206.8929976318,840355992.8286252,167.07119856572504,80127968571.0
1165196,0.007410572985409424,27778272640.0,3748464888571.0,21521623773.984924,21521623773.984924,1530436.217722787,833781906.0440238,165.75638120880475,80127968571.0
1199736,0.008235159778105336,30869207280.0,3748464888571.0,21306407536.245075,21306407536.245075,1683723.0993988428,851439735.7601906,169.28794715203813,80127968571.0
1182575,0.00794700367631195,29789064250.0,3748464888571.0,21093343460.882626,21093343460.882626,1608559.940685624,845215503.3718152,168.04310067436305,80127968571.0
1204649,0.008008572568341237,30019853080.0,3748464888571.0,20882410026.2738,20882410026.2738,1604811.9322465295,846429733.3719873,168.28594667439748,80127968571.0
1201645,0.007,31567214150.0,4509602021428.0,41103860854.01106,0.009114742422657335,1670655.9949741242,968589119.2477686,192.71782384955372,0.0
1231655,0.006806108932486436,30692842600.0,4509602021428.0,40692822245.470955,40692822245.470955,2657694.8679225417,960479569.1105961,191.0959138221192,0.0
1182251,0.006745455161111421,30419318230.0,4509602021428.0,40285894023.01624,40285894023.01624,2607670.274441081,957874150.1695971,190.57483003391943,0.0
1197367,0.006329877701926552,28545229280.0,4509602021428.0,39883035082.78608,39883035082.78608,2422545.43164544,941004738.299382,187.2009476598764,0.0
1212996,0.006775624344412638,30555369240.0,4509602021428.0,39484204731.95822,39484204731.95822,2567208.4026418743,958647351.0479707,190.72947020959413,0.0
1209247,0.006682282626451746,30134435240.0,4509602021428.0,39089362684.63864,39089362684.63864,2506523.8453464545,954829905.2383202,189.96598104766406,0.0
1227433,0.006856267387473197,30919037270.0,4509602021428.0,38698469057.79226,38698469057.79226,2546067.664432069,961496855.1022019,191.2993710204404,0.0
1254160,0.006705203132409669,30237797600.0,4509602021428.0,38311484367.21433,38311484367.21433,2465070.411484815,955521159.1539148,190.10423183078296,0.0
1244587,0.007250152083186885,32695300490.0,4509602021428.0,37928369523.54219,37928369523.54219,2638758.837851928,976260080.3184484,194.2520160636897,0.0
1210020,0.00646921436999932,29173582200.0,4509602021428.0,37549085828.30677,37549085828.30677,2330984.154947252,946517702.7812243,188.30354055624485,0.0
1201075,0.006421391092252139,28957918250.0,4509602021428.0,37173594970.023705,37173594970.023705,2290614.9699709397,944601423.7378744,187.92028474757487,0.0
1183509,0.006610914126865593,29812591710.0,4509602021428.0,36801859020.32346,36801859020.32346,2334638.7192702657,951523800.5420178,189.30476010840357,0.0
1163745,0.0064308391876267525,29000525400.0,4509602021428.0,36433840430.12023,36433840430.12023,2248334.9530713893,944778374.5964739,187.95567491929478,0.0
1212249,0.0068440317778256455,30863859540.0,4509602021428.0,36069502025.81903,36069502025.81903,2368866.436073721,959707890.3138425,190.9415780627685,0.0
1229149,0.006571485077660116,29634782390.0,4509602021428.0,35708807005.56084,35708807005.56084,2251786.846052383,949758751.4629312,188.95175029258624,0.0
1212239,0.006553657435748926,29554386820.0,4509602021428.0,35351718935.505226,35351718935.505226,2223221.241260327,949005135.9942832,188.80102719885664,0.0
1208800,0.006390318228319985,28817792000.0,4509602021428.0,34998201746.15018,34998201746.15018,2146132.972202017,943117859.8751493,187.62357197502985,0.0
1223129,0.006612531411487461,29819885020.0,4509602021428.0,34648219728.688675,34648219728.688675,2198553.7297239387,950779208.3361027,189.15584166722056,0.0
1277705,0.0070605806119267015,31840408600.0,4509602021428.0,34301737531.401787,34301737531.401787,2324047.210314486,966180997.2079577,192.23619944159154,0.0
1278014,0.007138805709911799,32193172660.0,4509602021428.0,33958720156.08777,33958720156.08777,2326297.6776161385,968741817.2675362,192.74836345350724,0.0
1313767,0.007181200557415318,32384356550.0,4509602021428.0,33619132954.52689,33619132954.52689,2316711.6110830856,970059559.8399112,193.01191196798226,0.0
1281968,0.007237646498496256,32638905280.0,4509602021428.0,33282941624.98162,33282941624.98162,2311572.299152711,971835561.7378993,193.36711234757985,0.0
1285320,0.007410480978411889,33418320000.0,4509602021428.0,32950112208.731808,32950112208.731808,2343104.755266414,977464680.3408066,194.49293606816133,0.0
1277845,0.006908339350560893,31153861100.0,4509602021428.0,32620611086.644485,32620611086.644485,2162490.289381326,960805242.0800526,191.16104841601052,0.0
1249120,0.007052195526098657,31802595200.0,4509602021428.0,32294404975.77804,32294404975.77804,2185445.8118564575,965382894.9709002,192.07657899418004,0.0
1264038,0.007363460922319921,33206278260.0,4509602021428.0,31971460926.020264,31971460926.020264,2259086.5959627824,975316126.4368913,194.06322528737826,0.0
1308106,0.0071502568844843285,32244812900.0,4509602021428.0,31651746316.76006,31651746316.76006,2171739.506636343,968385379.7926643,192.67707595853287,0.0
1282373,0.007393490122093323,33341698000.0,4509602021428.0,31335228853.59246,31335228853.59246,2223160.300529694,975967128.0883985,194.19342561767968,0.0
1292484,0.007142249166768129,32208701280.0,4509602021428.0,31021876565.056538,31021876565.056538,2126138.1156155528,967982533.2498033,192.59650664996067,0.0
1274740,0.00696787451546553,31422341000.0,4509602021428.0,30711657799.40597,30711657799.40597,2053487.1598259655,962465026.0694494,191.4930052138899,0.0
1310824,0.007,32311811600.0,4615973085714.0,33595673149.411915,0.007278134539689442,2090498.9647016348,985730259.3718555,196.1460518743711,0.0
1273355,0.00724680045330589,33451035850.0,4615973085714.0,33259716417.917797,33259716417.917797,2312880.824378601,993899956.1645424,197.7799912329085,0.0
1290005,0.006964279037824482,32146924600.0,4615973085714.0,32927119253.738617,32927119253.738617,2200484.4856062853,984387559.0307155,195.8775118061431,0.0
1274403,0.006730963236366898,31069945140.0,4615973085714.0,32597848061.20123,32597848061.20123,2105496.677175652,976594326.1977519,194.31886523955038,0.0
1288934,0.006656924984051755,30728186560.0,4615973085714.0,32271869580.58922,32271869580.58922,2061513.57725686,974072337.7834735,193.8144675566947,0.0
1273809,0.006653317603832937,30711534990.0,4615973085714.0,31949150884.783325,31949150884.783325,2039792.4808967863,973848563.3805298,193.76971267610594,0.0
1272773,0.006796801858983778,31373854450.0,4615973085714.0,31629659375.935493,31629659375.935493,2062944.457203151,978324187.4738714,194.66483749477428,0.0
1220326,0.006730866792996944,31069499960.0,4615973085714.0,31313362782.176136,31313362782.176136,2022502.727689258,976132236.2837944,194.2264472567589,0.0
1212300,0.006332045802099584,29228553000.0,4615973085714.0,31000229154.354374,31000229154.354374,1883637.649867752,963544671.0870011,191.7089342174002,0.0
1233793,0.006588642716337612,30412997450.0,4615973085714.0,30690226862.81083,30690226862.81083,1940369.6232150279,971397109.5116689,193.27942190233378,0.0
1263577,0.006821603647875121,31488338840.0,4615973085714.0,30383324594.18272,30383324594.18272,1988887.3534539253,978442055.068966,194.6884110137932,0.0
1262365,0.006519704738561085,30094781600.0,4615973085714.0,30079491348.240894,30079491348.240894,1881857.9006343517,969170317.359983,192.8340634719966,0.0
1241802,0.0070672289318502385,32622138540.0,4615973085714.0,29778696434.758488,29778696434.758488,2019497.1893604407,985533277.269221,196.10665545384418,0.0
1245893,0.006799009458510633,31384044670.0,4615973085714.0,29480909470.410904,29480909470.410904,1923423.5678593712,977444818.175389,194.48896363507782,0.0
1230225,0.006569589052382725,30325046250.0,4615973085714.0,29186100375.7068,29186100375.7068,1839935.871055405,970584457.2216117,193.11689144432233,0.0
1230725,0.006788223830198787,31334258500.0,4615973085714.0,28894239371.94973,28894239371.94973,1882156.9297689972,976866492.9015312,194.37329858030625,0.0
1221180,0.006306997605792323,29112931200.0,4615973085714.0,28605296978.230236,28605296978.230236,1731241.036130713,962870709.2322011,191.57414184644023,0.0
1224634,0.006826260083170751,31509832820.0,4615973085714.0,28319244008.447933,28319244008.447933,1855038.370832514,977626733.0087979,194.52534660175957,0.0
1211585,0.006753523357075204,31174082050.0,4615973085714.0,28036051568.363453,28036051568.363453,1816919.4207247747,975471256.5761895,194.0942513152379,0.0
1229354,0.006349213657831945,29307799360.0,4615973085714.0,27755691052.67982,27755691052.67982,1691065.3745305568,964047005.5578512,191.80940111157025,0.0
1229693,0.0066386759608369735,30643949560.0,4615973085714.0,27478134142.153023,27478134142.153023,1750479.8701945124,971989101.291972,193.3978202583944,0.0
1237446,0.006391006206535717,29500712640.0,4615973085714.0,27203352800.731495,27203352800.731495,1668322.7955419347,965095792.0974047,192.01915841948093,0.0
1262230,0.007183486880073736,33158782100.0,4615973085714.0,26931319272.72418,26931319272.72418,1856441.8154116934,986556215.9834517,196.31124319669036,0.0
1308424,0.007369848863565878,34019024000.0,4615973085714.0,26662006079.996937,26662006079.996937,1885557.650995951,991475950.1848086,197.2951900369617,0.0
1313756,0.007476726895746537,34512370120.0,4615973085714.0,26395386019.196968,26395386019.196968,1893773.1105522679,994225860.659651,197.8451721319302,0.0
1331852,0.007501809771632086,34628152000.0,4615973085714.0,26131432159.005,26131432159.005,1881125.0652657023,994788926.2687392,197.95778525374786,0.0
1333997,0.007591920606828965,35044101190.0,4615973085714.0,25870117837.41495,25870117837.41495,1884683.7037920782,997044457.5663309,198.40889151326618,0.0
1330191,0.007492453997844398,34584966000.0,4615973085714.0,25611416659.040802,25611416659.040802,1841391.3442486292,994374329.3371042,197.87486586742085,0.0
1330975,0.007496869968133108,34605350000.0,4615973085714.0,25355302492.450394,25355302492.450394,1824051.8737288185,994391425.8619261,197.8782851723852,0.0
1323304,0.00706664510262291,32619443600.0,4615973085714.0,25101749467.52589,25101749467.52589,1702180.7797460677,983393355.7950494,195.6786711590099,0.0
1321030,0.007,31493355200.0,4499050742857.0,24850731972.85063,24850731972.85063,1626983.9155700493,981590308.5786147,195.31806171572293,116922342857.0
1337865,0.007490651089789489,33700819350.0,4499050742857.0,24602224653.122124,24602224653.122124,1768407.5440777629,993690273.2218928,197.73805464437856,116922342857.0
1343524,0.0072804502532015794,32755115120.0,4499050742857.0,24356202406.590904,24356202406.590904,1701595.0906988664,988429307.3815303,196.68586147630606,116922342857.0
1346844,0.007136785689954277,32108760960.0,4499050742857.0,24112640382.524994,24112640382.524994,1651337.4695713937,984843271.702026,195.9686543404052,116922342857.0
1363951,0.007227433896278133,32516591840.0,4499050742857.0,23871513978.699745,23871513978.699745,1655588.8870795392,986941903.0452194,196.38838060904388,116922342857.0
1369960,0.007505919788438658,33769514000.0,4499050742857.0,23632798838.91275,23632798838.91275,1702187.8569507503,993500194.0782237,197.70003881564475,116922342857.0
1353934,0.007905633479789028,35567846180.0,4499050742857.0,23396470850.523624,23396470850.523624,1774906.3343592526,1002853131.2162054,199.57062624324107,116922342857.0
1370857,0.007839909488907292,35272150610.0,4499050742857.0,23162506142.018387,23162506142.018387,1742549.0313656586,1001223708.6724467,199.24474173448934,116922342857.0
1372547,0.007684834180830872,34574458930.0,4499050742857.0,22930881080.5982,22930881080.5982,1691000.179681944,997542775.8871942,198.50855517743884,116922342857.0
1373683,0.007443879487950126,33490391540.0,4499050742857.0,22701572269.79222,22701572269.79222,1621599.795506632,991932125.1212754,197.3864250242551,116922342857.0
1354303,0.007663962100170504,34480554380.0,4499050742857.0,22474556547.094296,22474556547.094296,1652847.9001547322,996841354.453176,198.36827089063522,116922342857.0
1356662,0.007921562297687734,35639510740.0,4499050742857.0,22249810981.623356,22249810981.623356,1691319.1981067504,1002541787.8589194,199.50835757178388,116922342857.0
1363241,0.007305483398288643,32867740510.0,4499050742857.0,22027312871.807125,22027312871.807125,1544183.4350424234,988752875.9851524,196.75057519703049,116922342857.0
1336099,0.00764112903695976,34377827270.0,4499050742857.0,21807039743.089054,21807039743.089054,1598978.6299141455,996062090.712223,198.21241814244462,116922342857.0
1338584,0.007816004684061349,35164601680.0,4499050742857.0,21588969345.658165,21588969345.658165,1619217.2853862017,999790388.9362772,198.95807778725543,116922342857.0
1355542,0.007670973565878039,34512099320.0,4499050742857.0,21373079652.201584,21373079652.201584,1573279.9250683994,996576512.3650686,198.3153024730137,116922342857.0
1334642,0.007392510229586697,33259278640.0,4499050742857.0,21159348855.67957,21159348855.67957,1501006.7446833705,990545892.9433125,197.1091785886625,116922342857.0
1297960,0.007267224636643582,32695612400.0,4499050742857.0,20947755367.122772,20947755367.122772,1460812.5423436514,987818046.5049888,196.56360930099777,116922342857.0
1328459,0.007358262925253749,33105198280.0,4499050742857.0,20738277813.451546,20738277813.451546,1464321.3710092464,989648024.7579935,196.9296049515987,116922342857.0
1339989,0.007663375885399714,34477916970.0,4499050742857.0,20530895035.31703,20530895035.31703,1509789.5719530708,995896079.4809349,198.17921589618697,116922342857.0
1322829,0.007644624603224481,34393554000.0,4499050742857.0,20325586084.963863,20325586084.963863,1491034.360475424,995432623.382161,198.0865246764322,116922342857.0
1319112,0.007702307491200801,34653072240.0,4499050742857.0,20122330224.114223,20122330224.114223,1487262.1826700165,996526784.9303703,198.30535698607406,116922342857.0
1349325,0.007716768321655602,34718132250.0,4499050742857.0,19921106921.87308,19921106921.87308,1475153.9240977084,996740130.8558811,198.34802617117623,116922342857.0
1363369,0.007469808137495857,33607045850.0,4499050742857.0,19721895852.65435,19721895852.65435,1413665.0426328604,991746007.1984928,197.34920143969856,116922342857.0
1368305,0.007907430263257817,35575930000.0,4499050742857.0,19524676894.127808,19524676894.127808,1481520.403083923,1000298770.4275303,199.05975408550606,116922342857.0
1361915,0.007788770332416274,35042072950.0,4499050742857.0,19329430125.186527,19329430125.186527,1444695.6293584807,997905937.0054982,198.58118740109964,116922342857.0
1402391,0.00818857436282331,36840811570.0,4499050742857.0,19136135823.93466,19136135823.93466,1503664.521725327,1005554780.8370334,200.11095616740667,116922342857.0
1396045,0.007565057396615765,34035577100.0,4499050742857.0,18944774465.695316,18944774465.695316,1375276.6756462501,993550692.5002295,197.7101385000459,116922342857.0
1395785,0.007814942786724986,35159824150.0,4499050742857.0,18755326721.038364,18755326721.038364,1406497.121289755,998210688.6938425,198.6421377387685,116922342857.0
1439110,0.008230247315789594,37028300300.0,4499050742857.0,18567773453.82798,18567773453.82798,1466429.2853245426,1005922680.3364749,200.18453606729497,116922342857.0
1456836,0.007,34730970240.0,4961567177142.0,28749918461.2897,0.005794523672629269,1361693.7947593136,1055716435.7317051,210.143287146341,0.0
1444089,0.0075674303419645955,37546314000.0,4961567177142.0,28462419276.676804,28462419276.676804,2066848.550283224,1071921230.2930026,213.38424605860052,0.0
1485774,0.007300751723544243,36223170120.0,4961567177142.0,28177795083.910034,28177795083.910034,1974072.0376091613,1064227013.1151025,211.8454026230205,0.0
1497551,0.007277127028802627,36105954610.0,4961567177142.0,27896017133.070934,27896017133.070934,1948007.2450632402,1063458794.6106447,211.69175892212894,0.0
1483244,0.007530466690470585,37362916360.0,4961567177142.0,27617056961.740223,27617056961.740223,1995665.264265195,1070420927.1391118,213.08418542782235,0.0
1477963,0.0073427984846888075,36431787950.0,4961567177142.0,27340886392.12282,27340886392.12282,1926471.5980971828,1065136690.3681238,212.02733807362475,0.0
1479125,0.007670537330489677,38057886250.0,4961567177142.0,27067477528.20159,27067477528.20159,1992333.2523348408,1073992501.272591,213.79850025451822,0.0
1460451,0.0070173698343545645,34817151840.0,4961567177142.0,26796802752.919575,26796802752.919575,1804453.7528354886,1056217933.4986529,210.2435866997306,0.0
1517639,0.007787678279961773,38639088940.0,4961567177142.0,26528834725.39038,26528834725.39038,1982506.3483276365,1076755394.5351117,214.35107890702233,0.0
1474829,0.007086455167226636,35159923360.0,4961567177142.0,26263546378.136475,26263546378.136475,1785956.2802423353,1058058764.7727773,210.61175295455547,0.0
1458617,0.0074054347987614535,36742562230.0,4961567177142.0,26000910914.355106,26000910914.355106,1847683.3127316278,1066339054.6291292,212.26781092582584,0.0
1446398,0.007500819642522172,37215820540.0,4961567177142.0,25740901805.21156,25740901805.21156,1852767.3614436786,1068721633.3826764,212.74432667653528,0.0
1460591,0.007415456845873722,36792287290.0,4961567177142.0,25483492787.159443,25483492787.159443,1813365.1918489889,1066428877.7430751,212.28577554861502,0.0
1527948,0.0075911333768729616,37663918200.0,4961567177142.0,25228657859.287846,25228657859.287846,1837761.630231141,1070809005.0573394,213.16180101146787,0.0
1508621,0.0076593063508393925,38002162990.0,4961567177142.0,24976371280.694965,24976371280.694965,1835723.1839655899,1072432300.6831062,213.48646013662125,0.0
1491044,0.007488927420187296,37156816480.0,4961567177142.0,24726607567.888016,24726607567.888016,1776939.2015373623,1068083330.1368613,212.61666602737228,0.0
1522234,0.007894094632124144,39167080820.0,4961567177142.0,24479341492.209137,24479341492.209137,1854344.7106868871,1078004143.6957629,214.60082873915258,0.0
1509741,0.00799362271113011,39660896070.0,4961567177142.0,24234548077.287045,24234548077.287045,1858946.8910035177,1080342686.2197607,215.06853724395214,0.0
1525956,0.0080794762398221,40086864120.0,4961567177142.0,23992202596.514175,23992202596.514175,1860123.3260460265,1082325406.460765,215.46508129215297,0.0
1518516,0.007379003337628735,36611420760.0,4961567177142.0,23752280570.549034,23752280570.549034,1681866.1588490545,1065430999.4064549,212.08619988129098,0.0
1562997,0.007510096537978119,37261848480.0,4961567177142.0,23514757764.843544,23514757764.843544,1694628.240778668,1068455570.9220037,212.69111418440076,0.0
